dataset,data,quotation_tbdf_x,quotation_tbdf,label_correct,model,correctly_predicted?,count,total,%,order
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,hope_to_get_feedback,Hope to get feedback,Civil,LR,FALSE,1,3,33.33%,9
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,hope_to_get_feedback,Hope to get feedback,Civil,NB,TRUE,1,3,33.33%,9
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,hope_to_get_feedback,Hope to get feedback,Civil,NB,FALSE,2,3,66.67%,9
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,hope_to_get_feedback,Hope to get feedback,Civil,RF,TRUE,0,3,0.00%,9
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,hope_to_get_feedback,Hope to get feedback,Civil,RF,FALSE,3,3,100.00%,9
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,hope_to_get_feedback,Hope to get feedback,Civil,SVM,TRUE,1,3,33.33%,9
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,hope_to_get_feedback,Hope to get feedback,Civil,SVM,FALSE,2,3,66.67%,9
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,humility,Humility,Civil,BERT,TRUE,103,190,54.21%,10
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,humility,Humility,Civil,BERT,FALSE,87,190,45.79%,10
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,humility,Humility,Civil,CART,TRUE,19,37,51.35%,10
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,humility,Humility,Civil,CART,FALSE,18,37,48.65%,10
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,humility,Humility,Civil,KNN,TRUE,11,37,29.73%,10
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,humility,Humility,Civil,KNN,FALSE,26,37,70.27%,10
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,humility,Humility,Civil,LR,TRUE,32,37,86.49%,10
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,humility,Humility,Civil,LR,FALSE,5,37,13.51%,10
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,humility,Humility,Civil,NB,TRUE,12,37,32.43%,10
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,humility,Humility,Civil,NB,FALSE,25,37,67.57%,10
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,humility,Humility,Civil,RF,TRUE,13,37,35.14%,10
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,humility,Humility,Civil,RF,FALSE,24,37,64.86%,10
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,humility,Humility,Civil,SVM,TRUE,3,37,8.11%,10
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,humility,Humility,Civil,SVM,FALSE,34,37,91.89%,10
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,humility,Humility,Civil,BERT,TRUE,100,160,62.50%,10
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,humility,Humility,Civil,BERT,FALSE,60,160,37.50%,10
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,humility,Humility,Civil,CART,TRUE,17,32,53.13%,10
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,humility,Humility,Civil,CART,FALSE,15,32,46.88%,10
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,humility,Humility,Civil,KNN,TRUE,6,32,18.75%,10
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,humility,Humility,Civil,KNN,FALSE,26,32,81.25%,10
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,humility,Humility,Civil,LR,TRUE,17,32,53.13%,10
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,humility,Humility,Civil,LR,FALSE,15,32,46.88%,10
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,humility,Humility,Civil,NB,TRUE,25,32,78.13%,10
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,humility,Humility,Civil,NB,FALSE,7,32,21.88%,10
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,humility,Humility,Civil,NB,TRUE,25,32,78.13%,10
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,humility,Humility,Civil,NB,FALSE,7,32,21.88%,10
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,humility,Humility,Civil,RF,TRUE,18,32,56.25%,10
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,humility,Humility,Civil,RF,FALSE,14,32,43.75%,10
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,humility,Humility,Civil,SVM,TRUE,19,32,59.38%,10
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,humility,Humility,Civil,SVM,FALSE,13,32,40.63%,10
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,oppression,Oppression,Civil,BERT,TRUE,9,15,60.00%,11
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,oppression,Oppression,Civil,BERT,FALSE,6,15,40.00%,11
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,oppression,Oppression,Civil,CART,TRUE,2,3,66.67%,11
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,oppression,Oppression,Civil,CART,FALSE,1,3,33.33%,11
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,oppression,Oppression,Civil,KNN,TRUE,0,3,0.00%,11
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,oppression,Oppression,Civil,KNN,FALSE,3,3,100.00%,11
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,oppression,Oppression,Civil,LR,TRUE,3,3,100.00%,11
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,oppression,Oppression,Civil,LR,FALSE,0,3,0.00%,11
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,oppression,Oppression,Civil,NB,TRUE,2,3,66.67%,11
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,oppression,Oppression,Civil,NB,FALSE,1,3,33.33%,11
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,oppression,Oppression,Civil,RF,TRUE,0,3,0.00%,11
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,oppression,Oppression,Civil,RF,FALSE,3,3,100.00%,11
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,oppression,Oppression,Civil,SVM,TRUE,1,3,33.33%,11
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,oppression,Oppression,Civil,SVM,FALSE,2,3,66.67%,11
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,oppression,Oppression,Civil,BERT,TRUE,10,45,22.22%,11
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,oppression,Oppression,Civil,BERT,FALSE,35,45,77.78%,11
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,oppression,Oppression,Civil,CART,TRUE,2,9,22.22%,11
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,oppression,Oppression,Civil,CART,FALSE,7,9,77.78%,11
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,oppression,Oppression,Civil,KNN,TRUE,2,9,22.22%,11
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,oppression,Oppression,Civil,KNN,FALSE,7,9,77.78%,11
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,oppression,Oppression,Civil,LR,TRUE,2,9,22.22%,11
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,oppression,Oppression,Civil,LR,FALSE,7,9,77.78%,11
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,oppression,Oppression,Civil,NB,TRUE,6,9,66.67%,11
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,oppression,Oppression,Civil,NB,FALSE,3,9,33.33%,11
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,oppression,Oppression,Civil,RF,TRUE,2,9,22.22%,11
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,oppression,Oppression,Civil,RF,FALSE,7,9,77.78%,11
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,oppression,Oppression,Civil,SVM,TRUE,4,9,44.44%,12
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,oppression,Oppression,Civil,SVM,FALSE,5,9,55.56%,12
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,sadness,Sadness,Civil,BERT,TRUE,7,35,20.00%,12
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,sadness,Sadness,Civil,BERT,FALSE,28,35,80.00%,12
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,sadness,Sadness,Civil,CART,TRUE,2,7,28.57%,12
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,sadness,Sadness,Civil,CART,FALSE,5,7,71.43%,12
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,sadness,Sadness,Civil,KNN,TRUE,1,7,14.29%,12
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,sadness,Sadness,Civil,KNN,FALSE,6,7,85.71%,12
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,sadness,Sadness,Civil,LR,TRUE,3,7,42.86%,12
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,sadness,Sadness,Civil,LR,FALSE,4,7,57.14%,12
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,sadness,Sadness,Civil,NB,TRUE,3,7,42.86%,12
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,sadness,Sadness,Civil,NB,FALSE,4,7,57.14%,12
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,sadness,Sadness,Civil,RF,TRUE,1,7,14.29%,12
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,sadness,Sadness,Civil,RF,FALSE,6,7,85.71%,12
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,sadness,Sadness,Civil,SVM,TRUE,0,7,0.00%,12
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,sadness,Sadness,Civil,SVM,FALSE,7,7,100.00%,12
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,sadness,Sadness,Civil,BERT,TRUE,84,210,40.00%,12
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,sadness,Sadness,Civil,BERT,FALSE,126,210,60.00%,12
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,sadness,Sadness,Civil,CART,TRUE,21,40,52.50%,12
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,sadness,Sadness,Civil,CART,FALSE,19,40,47.50%,12
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,sadness,Sadness,Civil,KNN,TRUE,9,40,22.50%,12
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,sadness,Sadness,Civil,KNN,FALSE,31,40,77.50%,12
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,sadness,Sadness,Civil,LR,TRUE,16,40,40.00%,12
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,sadness,Sadness,Civil,LR,FALSE,24,40,60.00%,12
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,sadness,Sadness,Civil,NB,TRUE,26,40,65.00%,12
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,sadness,Sadness,Civil,NB,FALSE,14,40,35.00%,12
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,sadness,Sadness,Civil,RF,TRUE,16,40,40.00%,12
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,sadness,Sadness,Civil,RF,FALSE,24,40,60.00%,12
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,sadness,Sadness,Civil,SVM,TRUE,22,40,55.00%,13
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,sadness,Sadness,Civil,SVM,FALSE,18,40,45.00%,13
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,sincere_apologies,Sincere apologies,Civil,BERT,TRUE,52,70,74.29%,13
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,sincere_apologies,Sincere apologies,Civil,BERT,FALSE,18,70,25.71%,13
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,sincere_apologies,Sincere apologies,Civil,CART,TRUE,11,13,84.62%,13
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,sincere_apologies,Sincere apologies,Civil,CART,FALSE,2,13,15.38%,13
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,sincere_apologies,Sincere apologies,Civil,KNN,TRUE,5,13,38.46%,13
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,sincere_apologies,Sincere apologies,Civil,KNN,FALSE,8,13,61.54%,13
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,sincere_apologies,Sincere apologies,Civil,LR,TRUE,13,13,100.00%,13
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,sincere_apologies,Sincere apologies,Civil,LR,FALSE,0,13,0.00%,13
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,sincere_apologies,Sincere apologies,Civil,NB,TRUE,9,13,69.23%,13
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,sincere_apologies,Sincere apologies,Civil,NB,FALSE,4,13,30.77%,13
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,sincere_apologies,Sincere apologies,Civil,RF,TRUE,12,13,92.31%,13
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,sincere_apologies,Sincere apologies,Civil,RF,FALSE,1,13,7.69%,13
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,sincere_apologies,Sincere apologies,Civil,SVM,TRUE,1,13,7.69%,13
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,sincere_apologies,Sincere apologies,Civil,SVM,FALSE,12,13,92.31%,13
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,sincere_apologies,Sincere apologies,Civil,BERT,TRUE,130,155,83.87%,13
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,sincere_apologies,Sincere apologies,Civil,BERT,FALSE,25,155,16.13%,13
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,sincere_apologies,Sincere apologies,Civil,CART,TRUE,12,29,41.38%,13
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,sincere_apologies,Sincere apologies,Civil,CART,FALSE,17,29,58.62%,13
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,sincere_apologies,Sincere apologies,Civil,KNN,TRUE,13,29,44.83%,13
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,sincere_apologies,Sincere apologies,Civil,KNN,FALSE,16,29,55.17%,13
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,sincere_apologies,Sincere apologies,Civil,LR,TRUE,14,29,48.28%,13
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,sincere_apologies,Sincere apologies,Civil,LR,FALSE,15,29,51.72%,13
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,sincere_apologies,Sincere apologies,Civil,NB,TRUE,24,29,82.76%,13
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,sincere_apologies,Sincere apologies,Civil,NB,FALSE,5,29,17.24%,13
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,sincere_apologies,Sincere apologies,Civil,RF,TRUE,21,29,72.41%,13
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,sincere_apologies,Sincere apologies,Civil,RF,FALSE,8,29,27.59%,13
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,sincere_apologies,Sincere apologies,Civil,SVM,TRUE,19,29,65.52%,13
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,sincere_apologies,Sincere apologies,Civil,SVM,FALSE,10,29,34.48%,13
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,bitter_frustration,Annoyance and bitter frustration,Uncivil,BERT,TRUE,250,315,79.37%,1
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,bitter_frustration,Annoyance and bitter frustration,Uncivil,BERT,FALSE,65,315,20.63%,1
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,bitter_frustration,Annoyance and bitter frustration,Uncivil,CART,TRUE,62,90,68.89%,1
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,bitter_frustration,Annoyance and bitter frustration,Uncivil,CART,FALSE,28,90,31.11%,1
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,bitter_frustration,Annoyance and bitter frustration,Uncivil,KNN,TRUE,71,90,78.89%,1
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,bitter_frustration,Annoyance and bitter frustration,Uncivil,KNN,FALSE,19,90,21.11%,1
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,bitter_frustration,Annoyance and bitter frustration,Uncivil,LR,TRUE,52,90,57.78%,1
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,bitter_frustration,Annoyance and bitter frustration,Uncivil,LR,FALSE,38,90,42.22%,1
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,bitter_frustration,Annoyance and bitter frustration,Uncivil,NB,TRUE,75,90,83.33%,1
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,bitter_frustration,Annoyance and bitter frustration,Uncivil,NB,FALSE,15,90,16.67%,1
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,bitter_frustration,Annoyance and bitter frustration,Uncivil,RF,TRUE,83,90,92.22%,1
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,bitter_frustration,Annoyance and bitter frustration,Uncivil,RF,FALSE,7,90,7.78%,1
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,bitter_frustration,Annoyance and bitter frustration,Uncivil,SVM,TRUE,82,90,91.11%,1
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,bitter_frustration,Annoyance and bitter frustration,Uncivil,SVM,FALSE,8,90,8.89%,1
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,bitter_frustration,Annoyance and bitter frustration,Uncivil,BERT,TRUE,1227,1380,88.91%,1
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,bitter_frustration,Annoyance and bitter frustration,Uncivil,BERT,FALSE,153,1380,11.09%,1
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,bitter_frustration,Annoyance and bitter frustration,Uncivil,CART,TRUE,147,283,51.94%,1
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,bitter_frustration,Annoyance and bitter frustration,Uncivil,CART,FALSE,136,283,48.06%,1
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,bitter_frustration,Annoyance and bitter frustration,Uncivil,KNN,TRUE,209,283,73.85%,1
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,bitter_frustration,Annoyance and bitter frustration,Uncivil,KNN,FALSE,74,283,26.15%,1
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,bitter_frustration,Annoyance and bitter frustration,Uncivil,LR,TRUE,212,283,74.91%,1
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,bitter_frustration,Annoyance and bitter frustration,Uncivil,LR,FALSE,71,283,25.09%,1
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,bitter_frustration,Annoyance and bitter frustration,Uncivil,NB,TRUE,186,283,65.72%,1
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,bitter_frustration,Annoyance and bitter frustration,Uncivil,NB,FALSE,97,283,34.28%,1
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,bitter_frustration,Annoyance and bitter frustration,Uncivil,RF,TRUE,208,283,73.50%,1
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,bitter_frustration,Annoyance and bitter frustration,Uncivil,RF,FALSE,75,283,26.50%,1
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,bitter_frustration,Annoyance and bitter frustration,Uncivil,SVM,TRUE,200,283,70.67%,1
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,bitter_frustration,Annoyance and bitter frustration,Uncivil,SVM,FALSE,83,283,29.33%,1
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,impatience,Impatience,Uncivil,BERT,TRUE,133,200,66.50%,2
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,impatience,Impatience,Uncivil,BERT,FALSE,67,200,33.50%,2
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,impatience,Impatience,Uncivil,CART,TRUE,22,40,55.00%,2
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,impatience,Impatience,Uncivil,CART,FALSE,18,40,45.00%,2
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,impatience,Impatience,Uncivil,KNN,TRUE,27,40,67.50%,2
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,impatience,Impatience,Uncivil,KNN,FALSE,13,40,32.50%,2
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,impatience,Impatience,Uncivil,LR,TRUE,20,40,50.00%,2
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,impatience,Impatience,Uncivil,LR,FALSE,20,40,50.00%,2
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,impatience,Impatience,Uncivil,NB,TRUE,26,40,65.00%,2
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,impatience,Impatience,Uncivil,NB,FALSE,14,40,35.00%,2
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,impatience,Impatience,Uncivil,RF,TRUE,38,40,95.00%,2
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,impatience,Impatience,Uncivil,RF,FALSE,2,40,5.00%,2
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,impatience,Impatience,Uncivil,SVM,TRUE,37,40,92.50%,2
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,impatience,Impatience,Uncivil,SVM,FALSE,3,40,7.50%,2
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,impatience,Impatience,Uncivil,BERT,TRUE,229,265,86.42%,2
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,impatience,Impatience,Uncivil,BERT,FALSE,36,265,13.58%,2
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,impatience,Impatience,Uncivil,CART,TRUE,27,54,50.00%,2
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,impatience,Impatience,Uncivil,CART,FALSE,27,54,50.00%,2
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,impatience,Impatience,Uncivil,KNN,TRUE,39,54,72.22%,2
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,impatience,Impatience,Uncivil,KNN,FALSE,15,54,27.78%,2
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,impatience,Impatience,Uncivil,LR,TRUE,42,54,77.78%,2
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,impatience,Impatience,Uncivil,LR,FALSE,12,54,22.22%,2
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,impatience,Impatience,Uncivil,NB,TRUE,36,54,66.67%,2
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,impatience,Impatience,Uncivil,NB,FALSE,18,54,33.33%,2
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,impatience,Impatience,Uncivil,RF,TRUE,38,54,70.37%,2
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,impatience,Impatience,Uncivil,RF,FALSE,16,54,29.63%,2
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,impatience,Impatience,Uncivil,SVM,TRUE,36,54,66.67%,3
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,impatience,Impatience,Uncivil,SVM,FALSE,18,54,33.33%,3
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,irony,Irony,Uncivil,BERT,TRUE,17,30,56.67%,3
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,irony,Irony,Uncivil,BERT,FALSE,13,30,43.33%,3
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,irony,Irony,Uncivil,CART,TRUE,5,7,71.43%,3
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,irony,Irony,Uncivil,CART,FALSE,2,7,28.57%,3
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,irony,Irony,Uncivil,KNN,TRUE,5,7,71.43%,3
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,irony,Irony,Uncivil,KNN,FALSE,2,7,28.57%,3
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,irony,Irony,Uncivil,LR,TRUE,3,7,42.86%,3
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,irony,Irony,Uncivil,LR,FALSE,4,7,57.14%,3
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,irony,Irony,Uncivil,NB,TRUE,3,7,42.86%,3
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,irony,Irony,Uncivil,NB,FALSE,4,7,57.14%,3
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,irony,Irony,Uncivil,RF,TRUE,5,7,71.43%,3
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,irony,Irony,Uncivil,RF,FALSE,2,7,28.57%,3
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,irony,Irony,Uncivil,SVM,TRUE,5,7,71.43%,3
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,irony,Irony,Uncivil,SVM,FALSE,2,7,28.57%,3
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,irony,Irony,Uncivil,BERT,TRUE,193,315,61.27%,3
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,irony,Irony,Uncivil,BERT,FALSE,122,315,38.73%,3
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,irony,Irony,Uncivil,CART,TRUE,35,61,57.38%,3
