,issue_id,comment_id,comment_code,comment_body,previous_comment_id,previous_comment_code,previous_comment_body,concat_body,author_name,is_first_author_thread,nr_characters,ratio_words_email_thread,ratio_words_email_comment,position_sentence_comment,position_sentence_thread,is_last_comment,time_start_to_email,time_email_to_end,time_previous_to_email,time_email_to_next
65,13762,442080707,uncivil,So excuse me if this is how you felt.,442077886,technical,"Personally, I understand both sides.  One thinks it would be obvious for plugins to ""just work"" too, while I clearly understand why is not feasible, and I'd argue that it's actually incorrect. You use a dependency manager to install the required dependencies and then run something that uses them, it would be weird for the thing you run to install dependencies for you.  Knowing this, another way to improve this is what Skoti already mentioned, and which I always love: automatically prevent incorrect usages. So the current options seems to be: 1. Warn users (UI.important) when they import from git and a Pluginfile also exists in that remote. 2. Create a separate action (ensure plugins?) that ensures that all the required plugins (defined in the local and in the remote Pluginfiles) are available (could be ""harder"" because of this) And as always, PRs welcome!","Personally, I understand both sides.  One thinks it would be obvious for plugins to ""just work"" too, while I clearly understand why is not feasible, and I'd argue that it's actually incorrect. You use a dependency manager to install the required dependencies and then run something that uses them, it would be weird for the thing you run to install dependencies for you.  Knowing this, another way to improve this is what Skoti already mentioned, and which I always love: automatically prevent incorrect usages. So the current options seems to be: 1. Warn users (UI.important) when they import from git and a Pluginfile also exists in that remote. 2. Create a separate action (ensure plugins?) that ensures that all the required plugins (defined in the local and in the remote Pluginfiles) are available (could be ""harder"" because of this) And as always, PRs welcome! So excuse me if this is how you felt.",Skoti,0,905,0.15749364944961897,1.0,0.058823529411764705,0.6904761904761905,0,0.025,0.95,0.975,0.05
66,13762,442080707,uncivil,"Seriously, have I done something to you?",442077886,technical,"Personally, I understand both sides.  One thinks it would be obvious for plugins to ""just work"" too, while I clearly understand why is not feasible, and I'd argue that it's actually incorrect. You use a dependency manager to install the required dependencies and then run something that uses them, it would be weird for the thing you run to install dependencies for you.  Knowing this, another way to improve this is what Skoti already mentioned, and which I always love: automatically prevent incorrect usages. So the current options seems to be: 1. Warn users (UI.important) when they import from git and a Pluginfile also exists in that remote. 2. Create a separate action (ensure plugins?) that ensures that all the required plugins (defined in the local and in the remote Pluginfiles) are available (could be ""harder"" because of this) And as always, PRs welcome!","Personally, I understand both sides.  One thinks it would be obvious for plugins to ""just work"" too, while I clearly understand why is not feasible, and I'd argue that it's actually incorrect. You use a dependency manager to install the required dependencies and then run something that uses them, it would be weird for the thing you run to install dependencies for you.  Knowing this, another way to improve this is what Skoti already mentioned, and which I always love: automatically prevent incorrect usages. So the current options seems to be: 1. Warn users (UI.important) when they import from git and a Pluginfile also exists in that remote. 2. Create a separate action (ensure plugins?) that ensures that all the required plugins (defined in the local and in the remote Pluginfiles) are available (could be ""harder"" because of this) And as always, PRs welcome! Seriously, have I done something to you?",Skoti,0,908,0.15664690939881457,0.9946236559139785,0.058823529411764705,0.6904761904761905,0,0.025,0.95,0.975,0.05
67,1381,524573808,uncivil,Stop taking money for something that should be free and open.,524573502,technical,"Why does a style guide need thousands of dollars to be maintained? Why does this author get paid but not all the upstream authors (ESLint, etc)? Why not just put a big ad in the readme like everyone else? If you need to be constantly paid thousands of dollars to maintain this library, maybe open-source isn't the right choice, and you should start selling it? Has the author asked NPM if this is allowed?  For readers using this library, if this annoys you I would remind you that all you need to replace it is ESLint. Also look into prettier for formatting. Both take only 2mins to setup, and are ad-free.  OSS should be a safe haven from stuff like this.","Why does a style guide need thousands of dollars to be maintained? Why does this author get paid but not all the upstream authors (ESLint, etc)? Why not just put a big ad in the readme like everyone else? If you need to be constantly paid thousands of dollars to maintain this library, maybe open-source isn't the right choice, and you should start selling it? Has the author asked NPM if this is allowed?  For readers using this library, if this annoys you I would remind you that all you need to replace it is ESLint. Also look into prettier for formatting. Both take only 2mins to setup, and are ad-free.  OSS should be a safe haven from stuff like this. Stop taking money for something that should be free and open.",Sam Cross,0,719,1.0,1.0,0.0625,0.008771929824561403,0,0.26666666666666666,0.6666666666666666,0.7333333333333333,0.26666666666666666
68,1381,524575696,civil,"I hope that there is a more reasonable way of asking for funding since this practice will encourage many other projects to do the same and it would be unfortunate for our terminal output logs to look like nascar advertisements after everyone starts doing the same thing, which starts looking like the [tragedy of the commons](https://en.wikipedia.org/wiki/Tragedy_of_the_commons).",524575385,technical,Such a thing exists. It's called Tidelift and standard is already a member. It costs at least 1500/month.,"Such a thing exists. It's called Tidelift and standard is already a member. It costs at least 1500/month. I hope that there is a more reasonable way of asking for funding since this practice will encourage many other projects to do the same and it would be unfortunate for our terminal output logs to look like nascar advertisements after everyone starts doing the same thing, which starts looking like the [tragedy of the commons](https://en.wikipedia.org/wiki/Tragedy_of_the_commons).",Miguel Mota,0,486,0.58,1.0,0.2,0.5614035087719298,0,0.26666666666666666,0.6666666666666666,0.7333333333333333,0.3333333333333333
69,1381,524576048,uncivil,It is sad that so many with such strong opinions have no contributions in the last year outside of this issue.,524575775,technical,"sustained   And ideally ESLint itself, as this is basically configuration and a wrapper for that.","sustained   And ideally ESLint itself, as this is basically configuration and a wrapper for that. It is sad that so many with such strong opinions have no contributions in the last year outside of this issue.",Mark Chandler,0,208,0.26,1.0,0.16666666666666666,0.5087719298245614,0,0.26666666666666666,0.6666666666666666,0.7333333333333333,0.3333333333333333
70,1381,524577635,civil,"I didn't mean to suggest that anyone disagreeing was acting as part of a mob. It was meant to apply specifically to those people treating a github issue like it's a place for trolling, nasty comments, etc. My apologies if it came off that way.",524577600,technical,"It is still a misleading name, no matter how it is spinned by the developers.","It is still a misleading name, no matter how it is spinned by the developers. I didn't mean to suggest that anyone disagreeing was acting as part of a mob. It was meant to apply specifically to those people treating a github issue like it's a place for trolling, nasty comments, etc. My apologies if it came off that way.",Mark Chandler,0,321,0.46,1.0,0.25,0.32456140350877194,0,0.26666666666666666,0.6666666666666666,0.7333333333333333,0.3333333333333333
71,14116,461716277,uncivil,Just be decent and follow the community's rules.,461697832,technical,"Software won't get matured by merely contracts. It is a much more complicated way. Like humans constantly violating laws,  software development will surely break contracts. So it is stupid to believe in contracts.  There are police stations and courts for law violations. There are no such things for software development and publishing.  No one wants to breaks compatibility, but it is inevitable even when semver is applied. It's in fact not about contracts, It is about evolution which cannot be predicted precisely. Another wrong believe is that updated should always be executed after software updates. Nodejs has a service called green keeper which strengthens that wrong believe. Software quality is nothing to do with updates, newer updates maybe worse and mass things up.  so updates should be applied when they are tested extensively not because they are newer. programmers should be selective to one stable version.  For example Ubuntu 16.04 is more stable than 17.04, 16.10, and even 18.04. Win 7 is more popular than win 8, win 10.  There are in fact no contracts, there are just releases.","Software won't get matured by merely contracts. It is a much more complicated way. Like humans constantly violating laws,  software development will surely break contracts. So it is stupid to believe in contracts.  There are police stations and courts for law violations. There are no such things for software development and publishing.  No one wants to breaks compatibility, but it is inevitable even when semver is applied. It's in fact not about contracts, It is about evolution which cannot be predicted precisely. Another wrong believe is that updated should always be executed after software updates. Nodejs has a service called green keeper which strengthens that wrong believe. Software quality is nothing to do with updates, newer updates maybe worse and mass things up.  so updates should be applied when they are tested extensively not because they are newer. programmers should be selective to one stable version.  For example Ubuntu 16.04 is more stable than 17.04, 16.10, and even 18.04. Win 7 is more popular than win 8, win 10.  There are in fact no contracts, there are just releases. Just be decent and follow the community's rules.",Jules Sam. Randolph,0,1151,1.0,1.0,0.022727272727272728,0.041237113402061855,0,0.5819209039548022,0.4180790960451977,0.4188861985472155,0.58272800645682
72,14116,656541081,civil,"If you are going to rant, go to twitter.",601585504,technical,"versions should focus mainly on their functionalities and should try to keep compatibilities.  major versions for architectural changes. minor versions for feature changes within the same architecture. patch versions for bug fixes (regardless of their compatibilities)  the reality is that npm's introduced dependency hell due to semver and npm's version range.  maybe semver is more innocent than npm's version range.  But they are both wrong, they are now chained to amplify the incorrectness.  And they constantly claim that package maintainers violate their rules.  It is one of the most funny things ever happened in software development :)","versions should focus mainly on their functionalities and should try to keep compatibilities.  major versions for architectural changes. minor versions for feature changes within the same architecture. patch versions for bug fixes (regardless of their compatibilities)  the reality is that npm's introduced dependency hell due to semver and npm's version range.  maybe semver is more innocent than npm's version range.  But they are both wrong, they are now chained to amplify the incorrectness.  And they constantly claim that package maintainers violate their rules.  It is one of the most funny things ever happened in software development :) If you are going to rant, go to twitter.",Anıl Anar,0,686,0.5648148148148148,1.0,0.1111111111111111,0.4948453608247423,0,1.0,0.0,0.0008071025020177562,1.0008071025020178
73,143,143,civil,Hopefully someone more well versed in this domain can help figure out what is going on.,441333074,technical,"The console is a very polarizing Windows component--everybody has an opinion on how we should run the team, where we should make our investments, and what we should put on our roadmap. We can't do  everything , but we also can't do  nothing  and remain technologically relevant in 2018. The v1/legacy console is representative of this polarization. Please bear with us as we try to improve the state of the art for everybody.  As always, thanks for reporting this. We'll definitely be triaging this with the rest of our bug fixes. In the meantime, however, please keep the discourse civil.","The console is a very polarizing Windows component--everybody has an opinion on how we should run the team, where we should make our investments, and what we should put on our roadmap. We can't do  everything , but we also can't do  nothing  and remain technologically relevant in 2018. The v1/legacy console is representative of this polarization. Please bear with us as we try to improve the state of the art for everybody.  As always, thanks for reporting this. We'll definitely be triaging this with the rest of our bug fixes. In the meantime, however, please keep the discourse civil. Hopefully someone more well versed in this domain can help figure out what is going on.",,1,677,1.0,1.0,0.07142857142857142,0.7787610619469026,0,0.0,0.0,0.0,0.0
74,1458,570655420,civil,"In the end, would be nice if these errors were caught and the users were notified of the GUI of what actions might be needed.",570452045,technical,"Additionally, I see theses messages if I open the vscode developer tools from Help: mainThreadExtensionService.ts:66 Error: All configured authentication methods failed","Additionally, I see theses messages if I open the vscode developer tools from Help: mainThreadExtensionService.ts:66 Error: All configured authentication methods failed In the end, would be nice if these errors were caught and the users were notified of the GUI of what actions might be needed.",Kris,0,294,1.0,1.0,0.058823529411764705,0.058823529411764705,0,0.31958762886597936,0.6701030927835051,0.6804123711340206,0.32989690721649484
75,148,470501903,civil,Let's all be respectful.,470497921,uncivil,Because everybody today is speaking on the Net about a Windows Calculator with telemetry inside. I didn't believe even that was possible and... yes.,Because everybody today is speaking on the Net about a Windows Calculator with telemetry inside. I didn't believe even that was possible and... yes. Let's all be respectful.,Eugene Yaremenko,0,173,0.5230769230769231,1.0,0.25,0.15217391304347827,0,0.0,0.0,0.0,0.0
76,148,470556735,uncivil,Take your foul mouthed trolling to Twitter.,470556345,uncivil,you guys are worried about what data the calculator is collecting? what about the rest of windows lol,you guys are worried about what data the calculator is collecting? what about the rest of windows lol Take your foul mouthed trolling to Twitter.,Jim Kopps,0,145,0.4153846153846154,0.9,0.1111111111111111,0.4782608695652174,0,0.0,0.0,0.0,0.0
77,148,470556735,uncivil,Find one that you are satisfied with and use it.,470556345,uncivil,you guys are worried about what data the calculator is collecting? what about the rest of windows lol,you guys are worried about what data the calculator is collecting? what about the rest of windows lol Find one that you are satisfied with and use it.,Jim Kopps,0,150,0.46153846153846156,1.0,0.1111111111111111,0.4782608695652174,0,0.0,0.0,0.0,0.0
78,148,470556735,uncivil,Grow up and move along.,470556345,uncivil,you guys are worried about what data the calculator is collecting? what about the rest of windows lol,you guys are worried about what data the calculator is collecting? what about the rest of windows lol Grow up and move along.,Jim Kopps,0,125,0.38461538461538464,0.8333333333333334,0.1111111111111111,0.4782608695652174,0,0.0,0.0,0.0,0.0
79,1511,663869330,uncivil,I hate that these things never actually get fixed or resolved,504873945,technical,#755 has ctrl backspace in the title and probably came up in the suggestion box when you added this issue. Please make sure you search before reporting.,#755 has ctrl backspace in the title and probably came up in the suggestion box when you added this issue. Please make sure you search before reporting. I hate that these things never actually get fixed or resolved,Steve Wolf,0,215,1.0,1.0,0.25,0.25,0,1.0,0.0,0.0,0.0
80,15227,660236919,uncivil,"We're having a real problem with this because ESLint ignores the .eslintrc.json file (due to some other bug in ESLint), and it breaks the build.",557556991,technical,"Thank you for the response! We did the same, but we also limited the rules of hooks in our eslint config to only our component folders like this:","Thank you for the response! We did the same, but we also limited the rules of hooks in our eslint config to only our component folders like this: We're having a real problem with this because ESLint ignores the .eslintrc.json file (due to some other bug in ESLint), and it breaks the build.",Jason Tiscione,0,290,1.0,1.0,0.1,0.8043478260869565,0,0.997907949790795,0.0,0.0020920502092050207,1.0
81,15227,660258018,uncivil,I understand you're upset and this rule is causing problems for you.,660236919,uncivil,"We're having a real problem with this because ESLint ignores the .eslintrc.json file (due to some other bug in ESLint), and it breaks the build.","We're having a real problem with this because ESLint ignores the .eslintrc.json file (due to some other bug in ESLint), and it breaks the build. I understand you're upset and this rule is causing problems for you.",CJ Cenizal,0,213,0.7213114754098361,0.7586206896551724,0.4375,0.15217391304347827,0,1.0,0.0,0.0020920502092050207,1.002092050209205
82,15227,660258018,uncivil,I understand you're upset and this rule is causing problems for you.,660236919,uncivil,This is absolutely unacceptable behavior,This is absolutely unacceptable behavior I understand you're upset and this rule is causing problems for you.,CJ Cenizal,0,109,0.3114754098360656,0.3275862068965517,0.625,0.21739130434782608,0,1.0,0.0,0.0020920502092050207,1.002092050209205
83,15227,660258018,uncivil,I understand you're upset and this rule is causing problems for you.,660236919,uncivil,Whoever came up with this idea clearly doesn't understand why ESLint was created in the first place.,Whoever came up with this idea clearly doesn't understand why ESLint was created in the first place. I understand you're upset and this rule is causing problems for you.,CJ Cenizal,0,169,0.5409836065573771,0.5689655172413793,0.25,0.08695652173913043,0,1.0,0.0,0.0020920502092050207,1.002092050209205
84,15227,660258018,uncivil,I understand you're upset and this rule is causing problems for you.,660236919,uncivil,"There are plenty of domains where you would like to give a function a name beginning with use"".""","There are plenty of domains where you would like to give a function a name beginning with use""."" I understand you're upset and this rule is causing problems for you.",CJ Cenizal,0,165,0.5737704918032787,0.603448275862069,0.3125,0.10869565217391304,0,1.0,0.0,0.0020920502092050207,1.002092050209205
85,15227,660258018,uncivil,I've found that it helps to clearly describe the problem I'm encountering and propose some solutions or ask questions to understand the problem space better.,660236919,uncivil,"We're having a real problem with this because ESLint ignores the .eslintrc.json file (due to some other bug in ESLint), and it breaks the build.","We're having a real problem with this because ESLint ignores the .eslintrc.json file (due to some other bug in ESLint), and it breaks the build. I've found that it helps to clearly describe the problem I'm encountering and propose some solutions or ask questions to understand the problem space better.",CJ Cenizal,0,302,0.9508196721311475,1.0,0.4375,0.15217391304347827,0,1.0,0.0,0.0020920502092050207,1.002092050209205
86,15227,660258018,uncivil,I've found that it helps to clearly describe the problem I'm encountering and propose some solutions or ask questions to understand the problem space better.,660236919,uncivil,This is absolutely unacceptable behavior,This is absolutely unacceptable behavior I've found that it helps to clearly describe the problem I'm encountering and propose some solutions or ask questions to understand the problem space better.,CJ Cenizal,0,198,0.5409836065573771,0.5689655172413793,0.9375,0.32608695652173914,0,1.0,0.0,0.0020920502092050207,1.002092050209205
87,15227,660258018,uncivil,I've found that it helps to clearly describe the problem I'm encountering and propose some solutions or ask questions to understand the problem space better.,660236919,uncivil,Whoever came up with this idea clearly doesn't understand why ESLint was created in the first place.,Whoever came up with this idea clearly doesn't understand why ESLint was created in the first place. I've found that it helps to clearly describe the problem I'm encountering and propose some solutions or ask questions to understand the problem space better.,CJ Cenizal,0,258,0.7704918032786885,0.8103448275862069,0.25,0.08695652173913043,0,1.0,0.0,0.0020920502092050207,1.002092050209205
88,15227,660258018,uncivil,I've found that it helps to clearly describe the problem I'm encountering and propose some solutions or ask questions to understand the problem space better.,660236919,uncivil,"There are plenty of domains where you would like to give a function a name beginning with use"".""","There are plenty of domains where you would like to give a function a name beginning with use""."" I've found that it helps to clearly describe the problem I'm encountering and propose some solutions or ask questions to understand the problem space better.",CJ Cenizal,0,254,0.8032786885245902,0.8448275862068966,0.3125,0.10869565217391304,0,1.0,0.0,0.0020920502092050207,1.002092050209205
89,15227,660289611,civil,I empathize with your frustration,660258018,uncivil,I understand you're upset and this rule is causing problems for you.,I understand you're upset and this rule is causing problems for you. I empathize with your frustration,Dan Abramov,0,102,0.3114754098360656,0.37254901960784315,0.07142857142857142,0.21739130434782608,0,1.0,0.0,0.0,1.002092050209205
90,15227,660289611,civil,I empathize with your frustration,660258018,uncivil,I've found that it helps to clearly describe the problem I'm encountering and propose some solutions or ask questions to understand the problem space better.,I've found that it helps to clearly describe the problem I'm encountering and propose some solutions or ask questions to understand the problem space better. I empathize with your frustration,Dan Abramov,0,191,0.5409836065573771,0.6470588235294118,0.42857142857142855,0.32608695652173914,0,1.0,0.0,0.0,1.002092050209205
91,15227,660289611,civil,I empathize with your frustration,660258018,uncivil,You're not paying for it and the maintainers of this tool don't owe you anything.,You're not paying for it and the maintainers of this tool don't owe you anything. I empathize with your frustration,Dan Abramov,0,115,0.3770491803278688,0.45098039215686275,0.21428571428571427,0.2608695652173913,0,1.0,0.0,0.0,1.002092050209205
92,15227,660289611,civil,I empathize with your frustration,660258018,uncivil,"When you do post a complaint, you'll maximize your chances of getting what you want by avoiding incendiary language like absolutely unacceptable"", ""screaming"", ""atrocious"", ""carelessly"", and ""doesn't understand"".""","When you do post a complaint, you'll maximize your chances of getting what you want by avoiding incendiary language like absolutely unacceptable"", ""screaming"", ""atrocious"", ""carelessly"", and ""doesn't understand""."" I empathize with your frustration",Dan Abramov,0,247,0.8360655737704918,1.0,0.35714285714285715,0.30434782608695654,0,1.0,0.0,0.0,1.002092050209205
93,16029,360228242,uncivil,Life is too short,360226663,uncivil,the only way someone can convince someone else to work on something on this project is good arguments from one side and the will to do it from the other side.,the only way someone can convince someone else to work on something on this project is good arguments from one side and the will to do it from the other side. Life is too short,Erik,0,176,0.5454545454545454,0.72,0.1111111111111111,0.12359550561797752,0,0.0,0.0,0.0,0.0
94,1616,1616,uncivil,"And the worst part is that I feel helpless to improve the situation. I vote, I campaign, I phone bank, I donate, I protest, I write to officials, I try to inform others... and yet things just keep getting worse and worse.",416820399,technical,"**Edit:** Just to clarify, I would not have personally made this change. I do however respect the existing maintainers of the projects decision to do so. I do not consider this project to be mine.  Locking this issue.  If you disagree with the license then you're welcome to use one of the alternatives or write your own.  If you're employed by a subsidiary listed, direct any questions about the usage of Lerna to your company lawyer. This license only applies to future versions, you're free to use old versions that do not contain this clause.  If you have concerns over the legality of relicensing. The MIT license allows sublicensing, which this falls under. Even still, all contributors implicitly agreed to the existing license, of which I am the original license holder, when they submitted code meaning we are within our rights to relicense.  If you're a contributor with active code in Lerna, and disagree with the relicense, feel free to privately message jamiebuilds, evocateur, or myself and we'll ensure that your contributions are either removed or rewritten to remove attribution.  Thanks everyone for your comments thus far.","**Edit:** Just to clarify, I would not have personally made this change. I do however respect the existing maintainers of the projects decision to do so. I do not consider this project to be mine.  Locking this issue.  If you disagree with the license then you're welcome to use one of the alternatives or write your own.  If you're employed by a subsidiary listed, direct any questions about the usage of Lerna to your company lawyer. This license only applies to future versions, you're free to use old versions that do not contain this clause.  If you have concerns over the legality of relicensing. The MIT license allows sublicensing, which this falls under. Even still, all contributors implicitly agreed to the existing license, of which I am the original license holder, when they submitted code meaning we are within our rights to relicense.  If you're a contributor with active code in Lerna, and disagree with the relicense, feel free to privately message jamiebuilds, evocateur, or myself and we'll ensure that your contributions are either removed or rewritten to remove attribution.  Thanks everyone for your comments thus far. And the worst part is that I feel helpless to improve the situation. I vote, I campaign, I phone bank, I donate, I protest, I write to officials, I try to inform others... and yet things just keep getting worse and worse.",,1,1363,1.0,1.0,0.02127659574468085,0.014492753623188406,0,0.0,0.0,0.0,0.0
95,1616,416813739,civil,Adding your political beliefs to your licensing is petty. The irony is that this very project is hosted on a resource owned by Microsoft...,416811556,technical,"Are you protesting the right of the United States to choose who to allow to immigrate by deporting illegal aliens, or are you protesting the specific treatment of these illegal aliens in the context of their removal? If it's the former, then there's no point in bringing up their specific treatment as a point for why ICE should be protested (because it would be the case regardless of the treatment of any particular alien), and if it's the latter, then why not specify that, and protest by listing what exactly you would like changed about the treatment of aliens during their deportation? That would make what exactly you are protesting much clearer.","Are you protesting the right of the United States to choose who to allow to immigrate by deporting illegal aliens, or are you protesting the specific treatment of these illegal aliens in the context of their removal? If it's the former, then there's no point in bringing up their specific treatment as a point for why ICE should be protested (because it would be the case regardless of the treatment of any particular alien), and if it's the latter, then why not specify that, and protest by listing what exactly you would like changed about the treatment of aliens during their deportation? That would make what exactly you are protesting much clearer. Adding your political beliefs to your licensing is petty. The irony is that this very project is hosted on a resource owned by Microsoft...",TJ Downes,0,793,0.5571955719557196,1.0,0.14285714285714285,0.7391304347826086,0,0.0,0.0,0.0,0.0
96,16168,516156769,civil,I'm not as familiar with the react code base (clearly from my comments) but if there's anything you need help on to get this going let me know,515605876,technical,"Closed by accident, sorry.","Closed by accident, sorry. I'm not as familiar with the react code base (clearly from my comments) but if there's anything you need help on to get this going let me know",Sarah Sunday,0,169,0.5205479452054794,0.926829268292683,0.3333333333333333,0.7272727272727273,0,0.07272727272727272,0.9272727272727272,0.9363636363636364,0.06363636363636363
97,16168,516160873,civil,They haven't commented on any of the related issues and they've been open for months.,516156769,civil,I'm not as familiar with the react code base (clearly from my comments) but if there's anything you need help on to get this going let me know,I'm not as familiar with the react code base (clearly from my comments) but if there's anything you need help on to get this going let me know They haven't commented on any of the related issues and they've been open for months.,None,0,228,0.684931506849315,1.0,0.3333333333333333,0.5757575757575758,0,0.07272727272727272,0.9272727272727272,0.9363636363636364,0.06363636363636363
98,16168,518135153,uncivil,"@_ing from the react team to get some on this? Seems to be quite a lot of interest, but not a single issue on this topic has received a comment from a maintainer in 5 months.",517141179,technical,"a symbol is also fully public, because it's also accessible from the outside :-) only closed-over variables and private fields are actually ""private"" in javascript.","a symbol is also fully public, because it's also accessible from the outside :-) only closed-over variables and private fields are actually ""private"" in javascript. @_ing from the react team to get some on this? Seems to be quite a lot of interest, but not a single issue on this topic has received a comment from a maintainer in 5 months.",None,0,339,0.9863013698630136,1.0,0.2,0.3939393939393939,0,0.12727272727272726,0.8636363636363636,0.8727272727272727,0.11818181818181818
99,16168,518276471,civil,"Just wanted to chime in and say I strongly feel the same way - it would be at least good to get a hey we won't be considering this"".""",518135153,uncivil,"@_ing from the react team to get some on this? Seems to be quite a lot of interest, but not a single issue on this topic has received a comment from a maintainer in 5 months.","@_ing from the react team to get some on this? Seems to be quite a lot of interest, but not a single issue on this topic has received a comment from a maintainer in 5 months. Just wanted to chime in and say I strongly feel the same way - it would be at least good to get a hey we won't be considering this"".""",Joon Park,0,308,1.0,1.0,0.25,0.18181818181818182,0,0.13636363636363635,0.8636363636363636,0.8727272727272727,0.12727272727272726
100,16168,518276471,civil,"Just wanted to chime in and say I strongly feel the same way - it would be at least good to get a hey we won't be considering this"".""",518135153,uncivil,Maybe they would have dropped in to tell us it won't be accepted and not to waste any effort on it?,"Maybe they would have dropped in to tell us it won't be accepted and not to waste any effort on it? Just wanted to chime in and say I strongly feel the same way - it would be at least good to get a hey we won't be considering this"".""",Joon Park,0,233,0.7671232876712328,0.7671232876712328,0.5,0.24242424242424243,0,0.13636363636363635,0.8636363636363636,0.8727272727272727,0.12727272727272726
101,1628,417057188,uncivil,I know this wasn't your intention,417056940,uncivil,"You're screwing Lerna, not the companies listed","You're screwing Lerna, not the companies listed I know this wasn't your intention",Charles Pick,0,81,0.3404255319148936,0.3404255319148936,0.16666666666666666,0.0967741935483871,0,0.0,0.0,0.0,0.0
102,1628,417057188,uncivil,I know this wasn't your intention,417056940,uncivil,Meanwhile you're getting massive community backlash that's only going to continue if you decide to be a child and inappropriately release this as a minor version bump or with the MIT license.,Meanwhile you're getting massive community backlash that's only going to continue if you decide to be a child and inappropriately release this as a minor version bump or with the MIT license. I know this wasn't your intention,Charles Pick,0,225,0.8936170212765957,0.8936170212765957,0.4166666666666667,0.1935483870967742,0,0.0,0.0,0.0,0.0
103,1628,417057188,uncivil,I know this wasn't your intention,417056940,uncivil,The best thing feasible for Lerna at this point is you leaving the project,The best thing feasible for Lerna at this point is you leaving the project I know this wasn't your intention,Charles Pick,0,108,0.44680851063829785,0.44680851063829785,0.5,0.22580645161290322,0,0.0,0.0,0.0,0.0
104,1628,417057188,uncivil,I know this wasn't your intention,417056940,uncivil,the second best thing is everyone moving to a fork of the project without a politician having any control.,the second best thing is everyone moving to a fork of the project without a politician having any control. I know this wasn't your intention,Charles Pick,0,140,0.574468085106383,0.574468085106383,0.5833333333333334,0.25806451612903225,0,0.0,0.0,0.0,0.0
105,1628,417057188,uncivil,I know this wasn't your intention,417056940,uncivil,"The irony is I 100% agree with your politics, but this is not the place to express them.","The irony is I 100% agree with your politics, but this is not the place to express them. I know this wasn't your intention",Charles Pick,0,122,0.5957446808510638,0.5957446808510638,0.6666666666666666,0.2903225806451613,0,0.0,0.0,0.0,0.0
106,17379,433659194,civil,I'm really feeling stupid for not being able to figure this one out :(,433271890,technical,"I agree, several more challenges need to be added to the ES6 section to fill in said knowledge gaps. SaintPeter had some really great suggestions for possible challenge topics that could be added before this one, but I haven't taken the time to write them up yet.  If you have any suggestions for possible challenges you'd like to see before this one, please leave a comment. Or even better, please help us make a new challenge! There's still some time left in Hacktoberfest","I agree, several more challenges need to be added to the ES6 section to fill in said knowledge gaps. SaintPeter had some really great suggestions for possible challenge topics that could be added before this one, but I haven't taken the time to write them up yet.  If you have any suggestions for possible challenges you'd like to see before this one, please leave a comment. Or even better, please help us make a new challenge! There's still some time left in Hacktoberfest I'm really feeling stupid for not being able to figure this one out :(",Bartlomiej Przymus,0,545,1.0,1.0,0.2,0.041666666666666664,0,0.3,0.6979591836734694,0.7,0.2979591836734694
107,17452,17452,civil,"Though I am confident that my analysis is decent enough, much of the code I was referencing was unfamiliar/new to me.",490037674,technical,"Atom is using an electron API to move items to the trash, this API used to default to gvfs-trash but this got changed in electron v3 to default to gio.  We're planning to upgrade to Electron v3 very soon (WIP PR), so this issue will get resolved quite soon.","Atom is using an electron API to move items to the trash, this API used to default to gvfs-trash but this got changed in electron v3 to default to gio.  We're planning to upgrade to Electron v3 very soon (WIP PR), so this issue will get resolved quite soon. Though I am confident that my analysis is decent enough, much of the code I was referencing was unfamiliar/new to me.",,1,375,0.7523809523809524,0.7523809523809524,0.012345679012345678,0.022727272727272728,0,0.0,0.0,0.0,0.0
108,17452,457962127,civil,"I'm not experienced that, but I'll use it for a while to see what happens.",457960692,technical,"It worked for me too, on Fedora 29, but not undefinitely: after a moment, Atom could not delete files anymore, just like the variable was no more defined. Had to restart atom from a terminal, which was not an acceptable solution. On the contrary, the workaround quoted by den-is works perfectly.","It worked for me too, on Fedora 29, but not undefinitely: after a moment, Atom could not delete files anymore, just like the variable was no more defined. Had to restart atom from a terminal, which was not an acceptable solution. On the contrary, the workaround quoted by den-is works perfectly. I'm not experienced that, but I'll use it for a while to see what happens.",Nelson Martell,0,370,0.7619047619047619,1.0,0.09090909090909091,0.6363636363636364,0,0.7053571428571429,0.29464285714285715,0.2976190476190476,0.7083333333333334
109,17452,472502936,civil,"If I'm misunderstanding what is being requested here, please let me know.",471952976,technical,I added relevant cutephoton comments to the original question.,"I added relevant cutephoton comments to the original question. If I'm misunderstanding what is being requested here, please let me know.",Lee Dohm,0,136,0.23809523809523808,0.7142857142857143,0.2,0.8712121212121212,0,0.8363095238095238,0.16071428571428573,0.1636904761904762,0.8392857142857143
