,issue_id,comment_id,ahlaam_preprocessed_text,original_text,email_classification,author_name,is_first_author_thread,nr_characters,ratio_words_email_thread,position_comment_thread,is_last_comment,time_start_to_email,time_email_to_end,time_previous_to_email,time_email_to_next
212,35,631044426,I hope this is not Microsoft's general attitude towards open source projects these days...,> ridiculous > cute little side project > nobody cares > anybody heard of  I hope this is not Microsoft's general attitude towards open source projects these days...,not_technical,Ilya Bizyaev,0,90,0.08205128205128205,0.0196078431372549,0,0.0,0.0,0.0,0.0
213,885,378628389,"I just dont get why is allways so complicated to even do anything with the Hololens. Do you think they will thrive give all this errors and problems? Im just sickk of having to go through thousnads of tutorials, forums, chats, emails and so on every time Unity updates, or the HoloToolkit or the MRDL or visual studio... It is just SUPER UNSTABLE and a serious pain in the *** to do anything. I think Hololens will fail miserably due to all the constant difficulties. BTW I was compiling no problem this afternoon, until sudenly it started throwing errors ive never seen before. Hope Holelns V.2 never come out. Seriously.","I just dont get why is allways so complicated to even do anything with the Hololens. Do you think they will thrive give all this errors and problems? Im just sickk of having to go through thousnads of tutorials, forums, chats, emails and so on every time Unity updates, or the HoloToolkit or the MRDL or visual studio... It is just SUPER UNSTABLE and a serious pain in the *** to do anything. I think Hololens will fail miserably due to all the constant difficulties. BTW I was compiling no problem this afternoon, until sudenly it started throwing errors ive never seen before. Hope Holelns V.2 never come out. Seriously.",not_technical,HoloSeitan,0,622,0.37091988130563797,0.125,0,1.0,0.0,0.004484304932735426,1.0044843049327354
214,7240,7240,"I just installed the current vcpkg and encountered this as well. I've read through #6551 and #3345. I see these closed but don't see any resolution.  What I do see is that Norton is very, very unhappy on my system with this tool. I've gotten SONAR reports about the metrics upload (and I'll also put in a vote for making metrics opt-in. I'm surprised that it is opt-out, and not terribly well documented opt-out). Norton is now saying that it needs to restart to finish cleaning out the security risks.  This is not the level of security awareness I expect Microsoft to have. Minimally fix this to be opt-in. Beyond that, work with your security teams to get the uploader qualified by at least the major vendors.","I just installed the current vcpkg and encountered this as well. I've read through [#6551](https://github.com/microsoft/vcpkg/issues/6551) and [#3345.](https://github.com/microsoft/vcpkg/issues/3345) I see these closed but don't see any resolution.  What I do see is that Norton is very, very unhappy on my system with this tool. I've gotten SONAR reports about the metrics upload (and I'll also put in a vote for making metrics opt-in. I'm surprised that it is opt-out, and not terribly well documented opt-out). Norton is now saying that it needs to restart to finish cleaning out the security risks.  This is not the level of security awareness I expect Microsoft to have. Minimally fix this to be opt-in. Beyond that, work with your security teams to get the uploader qualified by at least the major vendors.",not_technical,,1,712,0.3743718592964824,0.14285714285714285,0,0.0,0.0,0.0,0.0
215,4015,4015,"I just wasted several hours trying to figure out why my site wasn't working. First, I got a 500.32 ""ANCM Failed to Load dll"" server error code. This wasted several hours of my time trying to work through the suggested troubleshooting tips.  The doc said it was most likely due to binary incompatibility so I tried to use the **dotnet** command to find out what's installed. When I typed  **dotnet --list-sdks** or  **dotnet --version** I got the following error message:  I reinstalled the SDK and received the same error.  Why is **dotnet** giving me this error for no apparent reason?  This was getting me no closer to the solving the problem until I realized that I should restart the web server and perhaps my app will work again.  Lo and behold it was a simple restart!  This is the second or third time I've been screwed over by Microsoft's shitty installation practices. You guys suck at everything!  WTF Microsoft!  Can't you guys get anything done without turning it into a nightmare?  You force the user to restart the computer when they uninstall a server bundle, but you don't require them to restart IIS when they install a server bundle?  I would be tempted to blame legalization for this kind of mishap, but you guys have always sucked at software!  Everything you guys put your hands on sucks!  Windows sucks and now you even made .NET, your crown jewels, suck!  Microsoft should grow turnips instead of writing software!","I just wasted several hours trying to figure out why my site wasn't working. First, I got a 500.32 ""ANCM Failed to Load dll"" server error code. This wasted several hours of my time trying to work through the suggested troubleshooting tips (https://docs.microsoft.com/en-us/aspnet/core/test/troubleshoot-azure-iis?view=aspnetcore-3.1).  The doc said it was most likely due to binary incompatibility so I tried to use the **dotnet** command to find out what's installed. When I typed  **dotnet --list-sdks** or  **dotnet --version** I got the following error message:  > The specified SDK version [3.1.100] from global.json [D:\****] not found, install specified SDK version > Did you mean to run dotnet SDK commands? Please install dotnet SDK from: >   http://go.microsoft.com/fwlink/?LinkID=798306&clcid=0x409  I reinstalled the SDK and received the same error.  Why is **dotnet** giving me this error for no apparent reason?  This was getting me no closer to the solving the problem until I realized that I should restart the web server and perhaps my app will work again.  Lo and behold it was a simple restart!  This is the second or third time I've been screwed over by Microsoft's shitty installation practices. You guys suck at everything!  WTF Microsoft!  Can't you guys get anything done without turning it into a nightmare?  You force the user to restart the computer when they uninstall a server bundle, but you don't require them to restart IIS when they install a server bundle?  I would be tempted to blame legalization for this kind of mishap, but you guys have always sucked at software!  Everything you guys put your hands on sucks!  Windows sucks and now you even made .NET, your crown jewels, suck!  Microsoft should grow turnips instead of writing software!",not_technical,,1,1437,0.8579710144927536,0.25,0,0.0,0.0,0.0,0.0
216,24031,619246053,"I keep hearing people referring to tabs as hard when it's actually the other way around -- tabs are soft (as in you can replace them with any number of spaces on display),, and spaces are hard (as in hard-coded number in the file itself which you can't reformat so easily on display).  That said, I would really prefer if Tab key did what it says on the tin -- inserted a Tab character into the editor. Currently in Visual Studio 16.5.4 that doesn't seem to be the case even though I have configured everything to have Tabs instead of spaces.  I'd like to voice my displeasure towards two trends going on in Visual Studio editor since VS 2015:  1. Editor trying to be ""smart"" and disregarding user input more and more (i.e. I enter Tab and it enters spaces even though it's clearly configured to use Tabs) 2. Premature code analysis and error checking (i.e. telling you your code is broken and offering to ""fix"" it before you ever get a chance to complete it)  Those additions waste enormous amounts of developer time and effort on fighting them when they are wrong (and sadly they can be wrong a lot). The least you could do is offer an option to disable both behaviors globally.  Finally, I'd appreciate if there was some workaround for this spaces instead of tabs issue, it's driving me nuts.","> The issue here is hard tabs contained within a line of code, i.e. tabs not used for indentation.  I keep hearing people referring to tabs as hard when it's actually the other way around -- tabs are soft (as in you can replace them with any number of spaces on display),, and spaces are hard (as in hard-coded number in the file itself which you can't reformat so easily on display).  That said, I would really prefer if Tab key did what it says on the tin -- inserted a Tab character into the editor. Currently in Visual Studio 16.5.4 that doesn't seem to be the case even though I have configured everything to have Tabs instead of spaces.  I'd like to voice my displeasure towards two trends going on in Visual Studio editor since VS 2015:  1. Editor trying to be ""smart"" and disregarding user input more and more (i.e. I enter Tab and it enters spaces even though it's clearly configured to use Tabs) 2. Premature code analysis and error checking (i.e. telling you your code is broken and offering to ""fix"" it before you ever get a chance to complete it)  Those additions waste enormous amounts of developer time and effort on fighting them when they are wrong (and sadly they can be wrong a lot). The least you could do is offer an option to disable both behaviors globally.  Finally, I'd appreciate if there was some workaround for this spaces instead of tabs issue, it's driving me nuts.",not_technical,Igor Levicki,0,1295,0.4804964539007092,0.016129032258064516,0,0.681075888568684,0.31892411143131605,0.31988472622478387,0.6426512968299711
217,11609,359033481,"I know this conversation is old and yes it was getting quite hot, But i will like to drop a few lines to what i consider is happening here.  Flutter is NEW. Its a completely NEW way to do things. Yes, it did borrow from the react paradigm. But doesn't mean it needs to follow its same steps. I don't think its the flutter's team objective to attract developers from react native to come to flutter, its only to build something new that developers might find interest in. Google uses it internally before sharing it with the world and they have been productive with it. I share the comments with Hixie that its not any different from JSX to build the UI. Yes its a little more verbose to right pure dart. But it actually makes debugging your code a lot easier.  The reason why im against a markup language or JSX or anything that sits on top of a technology is that it require tons more work from the platform. You can be happy composing Markup language for a UI, but you will have so many developers working on the platform crying and pulling hairs out to make it work for you. Another point of view is that JSX Worked for a Javascript community, Where as always its main objective is to make things easier for the developer and not worry about the tradeoffs. Don't get me wrong React(JSX) for web was a match made in heaven because HTML Is markup anyway. But for React Native look at all the code in the repository they had to do to make it work. Adding JSX to flutter would require tons of work and 2 things to think of when adding new features. And again just to be able to remove the child parameter and the const and new Keywords?. I prefer knowing what is really happening in the code and have control over what is happening than have magical Syntax that all its doing is add overhead.  Well that is my opinion. Don't want to start a new gigantic discussion. Just to mention the fact that JSX Is awesome for a react/javascript community because it worked for them, but for Dart/flutter i  find it a bit overkill to add JSX Just to attract developers from React Native.  Wow, could have written a blog post xD","I know this conversation is old and yes it was getting quite hot, But i will like to drop a few lines to what i consider is happening here.  Flutter is NEW. Its a completely NEW way to do things. Yes, it did borrow from the react paradigm. But doesn't mean it needs to follow its same steps. I don't think its the flutter's team objective to attract developers from react native to come to flutter, its only to build something new that developers might find interest in. Google uses it internally before sharing it with the world and they have been productive with it. I share the comments with @Hixie that its not any different from JSX to build the UI. Yes its a little more verbose to right pure dart. But it actually makes debugging your code a lot easier.  The reason why im against a markup language or JSX or anything that sits on top of a technology is that it require tons more work from the platform. You can be happy composing Markup language for a UI, but you will have so many developers working on the platform crying and pulling hairs out to make it work for you. Another point of view is that JSX Worked for a Javascript community, Where as always its main objective is to make things easier for the developer and not worry about the tradeoffs. Don't get me wrong React(JSX) for web was a match made in heaven because HTML Is markup anyway. But for React Native look at all the code in the repository they had to do to make it work. Adding JSX to flutter would require tons of work and 2 things to think of when adding new features. And again just to be able to remove the child parameter and the const and new Keywords?. I prefer knowing what is really happening in the code and have control over what is happening than have magical Syntax that all its doing is add overhead.  Well that is my opinion. Don't want to start a new gigantic discussion. Just to mention the fact that JSX Is awesome for a react/javascript community because it worked for them, but for Dart/flutter i  find it a bit overkill to add JSX Just to attract developers from React Native.  Wow, could have written a blog post xD",not_technical,Franz Silva,0,2114,0.32118959107806694,0.0041841004184100415,0,0.45014245014245013,0.5498575498575499,0.5527065527065527,0.4472934472934473
218,87342,567444807,"I liked the santa hat, it brought a little joy to my day. Very sad that it has been removed.","I liked the santa hat, it brought a little joy to my day. Very sad that it has been removed.",not_technical,None,0,92,0.22115384615384615,0.07142857142857142,0,0.0,0.0,0.0,0.0
219,6418,396349954,"I love you Jack, for making SUI. I just hope you dont get crazy <3","I love you Jack, for making SUI. I just hope you dont get crazy <3",not_technical,Peter Robertz,0,66,0.06741573033707865,0.045454545454545456,0,0.0660377358490566,0.9245283018867925,0.9339622641509434,0.07547169811320754
220,54508,808871973,"i made quite many changes in that mounts.py - and now i am thinking about undoing almost all of them... Lack of any documentation... I am coming to believe that, while never documented, the intention of that Salt module was to always use fstab-like escaped strings for all their IDs. If not, i would like to see specific calls into other Salt modules, which expect different convention for disk names. I really did quite a number of changes to de-escape \040 and other special chars. And probably that was only breaking things.  Except for one place though, which i believe should be patched. Would you keep implementation non-patched and would you call salt-call mount.list mounts - you would see the mount point broken, cut off on the first space. This was probably THE bug.  Okay, keeping my stolen Linux archeologist hat on. So, it is UDEV or SYSTEMD which creates those weird hex-mangled names. Okay. Though putting them into this still feels wrong. man mount suggests against it and suggests using UUID=... and LABEL=... flags instead. Now back to your example. I don't know what it should mean in specific files/commands terms. But i feel this is the error on OMV part. And perhaps lack of documentation/understanding/forecasting on Salt part. My inner archeologist says that the name AKA mount point AKA target directory is meant to be in bash-mangled format. IOW OMV should had created ""\ "" containing fileneames: Linux man mount also suggests against the second option due to ambiguity, where the single parameter is mount point name or device file name. I don't know if other UNIX-likes but Linux support those precision keys.  --source device If only one argument for the mount command is given  then  the argument might be interpreted as target (mountpoint) or source (device).  This option allows to explicitly  define  that  the argument is the mount source. --target directory If  only  one argument for the mount command is given then the argument might be interpreted as target (mountpoint) or source (device).   This  option  allows to explicitly define that the argument is the mount target. So i think that part in def mount should better be written as this.","@votdev i made quite many changes in that mounts.py - and now i am thinking about undoing almost all of them... Lack of any documentation...  I am coming to believe that, while never documented, the intention of that Salt module was to always use fstab-like escaped strings for all their IDs. If not, i would like to see specific calls into other Salt modules, which expect different convention for disk names.  I really did quite a number of changes to de-escape \040 and other special chars. And probably that was only breaking things.  Except for one place though, which i believe should be patched.  ``` import pathlib  def list_mounts(): # for debug return _list_mounts()  def _list_mounts(): ret = {} idx_mpoint = 2 # one cannot trust `mount` with space-containing paths # at least on Linux - https://github.com/saltstack/salt/issues/54508  if __grains__[""kernel""] == ""Linux"": idx_mpoint = 1 mounts = pathlib.Path('/proc/mounts').read_text() elif __grains__[""os""] in [""MacOS"", ""Darwin""]: mounts = __salt__[""cmd.run_stdout""](""mount"") else: mounts = __salt__[""cmd.run_stdout""](""mount -l"")  for line in mounts.split(""\n""): comps = re.sub(r""\s+"", "" "", line).split() if len(comps) > idx_mpoint: ##            if __grains__[""kernel""] == ""Linux"": ##               comps[0] = _Linux_fstab_unmangle( comps[0] ) ##               comps[idx_mpoint] = _Linux_fstab_unmangle( comps[idx_mpoint] ) ret[comps[idx_mpoint]] = comps[0] return ret ```  Would you keep implementation non-patched and would you call `salt-call mount.list_mounts` - you would see the mount point broken, cut off on the first space. This was probably THE bug.  ----------------  Okay, keeping my stolen Linux archeologist hat on  https://unix.stackexchange.com/questions/56291/what-causes-dev-disk-by-label-to-be-populated  ``` mount -l ..... /dev/sdb1 on /media/U:NTFS Disk type fuseblk (rw,relatime,user_id=0,group_id=0,allow_other,blksize=4096) [U - Arch-2 Hitachi_2Tb_7200]  root@diskoteka:/media# ls /dev/disk/by-label/ 'U\x20-\x20Arch-2\x20Hitachi_2Tb_7200'  root@diskoteka:/media# blkid -o udev -p /dev/sdb1 ID_FS_LABEL=U_-_Arch-2_Hitachi_2Tb_7200 ID_FS_LABEL_ENC=U\x20-\x20Arch-2\x20Hitachi_2Tb_7200 ID_FS_UUID=C6705D84705D7BDD ID_FS_UUID_ENC=C6705D84705D7BDD ID_FS_TYPE=ntfs ID_FS_USAGE=filesystem ID_PART_TABLE_TYPE=atari ID_PART_ENTRY_SCHEME=dos ID_PART_ENTRY_UUID=78fdd16a-01 ID_PART_ENTRY_TYPE=0x7 ID_PART_ENTRY_NUMBER=1 ID_PART_ENTRY_OFFSET=2048 ID_PART_ENTRY_SIZE=3907024896 ID_PART_ENTRY_DISK=8:16 ```  So, it is UDEV or SYSTEMD which creates those weird hex-mangled names. Okay. Though putting them into /etc/fstab still feels wrong. `man mount` suggests against it and suggests using `UUID=...` and `LABEL=...` flags instead.  Now back to your ``` Example SLS:  mount_fs_with_label: mount.mounted: - name: ""/srv/dev-disk-by-label-My Passport Blue"" ```  I don't know what it should mean in specific files/commands terms. But i feel this is the error on OMV part. And perhaps lack of documentation/understanding/forecasting on Salt part.  ``` def mount( name, device=False, mkmnt=False, fstype="""", opts=""defaults"", user=None, util=""mount"" ): ..... salt '*' mount.mount /mnt/foo /dev/sdz1 True ..... if device: cmd += ""{} {} {} "".format(args, device, name) else: cmd += ""{} "".format(name) ```  My inner archeologist says that the `name` AKA mount point AKA target directory is meant to be in bash-mangled format. IOW OMV should had created ""\ "" containing fileneames: ``` mount.mounted: - name: ""/srv/dev-disk-by-label-My\ Passport\ Blue"" ``` Linux `man mount` also suggests against the second option due to ambiguity, where the single parameter is mount point name or device file name. I don't know if other UNIX-likes but Linux support those precision keys.  ``` --source device If only one argument for the mount command is given  then  the argument might be interpreted as target (mountpoint) or source (device).  This option allows to explicitly  define  that  the argument is the mount source.  --target directory If  only  one argument for the mount command is given then the argument might be interpreted as target (mountpoint) or source (device).   This  option  allows to explicitly define that the argument is the mount target. ```  So i think that part in `def mount` should better be written as  ``` if device: cmd += ""{} {} {} "".format(args, device, name) else: if __grains__[""kernel""] == ""Linux"": cmd += ""--target "" cmd += ""{} "".format(name) ```",not_technical,None,0,2179,0.7811320754716982,0.034482758620689655,0,0.0,1.0,2.0,1.0
221,54508,808875885,"i mentioned systemd because of this. See... i know very little about Linux and nothing about Python, so i was googling everything i could think of :-) But i am glad to hear from you.  So, how can we scratch this itch, is Salt team is not with us on it... Can you make some scripts demonstrting the alleged Salt bug that i could run from bash ? Also are there some hidden option in OMV5 to re-enable mounting space-containing partitions?","@votdev i meantioned systemd because of https://github.com/systemd/systemd/issues/12018  See... i know very little about Linux and nothing about Python, so i was googling everything i could think of :-)  But i am glad to hear from you.  So, how can we scratch this itch, is Salt team is not with us on it...  Can you make some scripts demonstrting the alleged Salt bug that i could run from bash ? Also are there some hidden option in OMV5 to re-enable mounting space-containing partitions?",not_technical,None,0,436,0.17169811320754716,0.034482758620689655,0,0.0,1.0,2.0,1.0
222,19602,417885210,"I never said anything negative about BGFX itself, only in the context of Godot.  The point of the discussion was mainly that, given two render pipelines need to be written anyway, using BGFX is not an advantage or solution regarding to that. You answers completely missed it.  For the other answers, I was not questioning whether BGFX was high or low level, or whether it can be debugged, or anything else. The point was simply that  it is  added complexity (which is undeniable) for an use case that is redundant and provides no advantages ** in the context of Godot **. As this added complexity does not solve our problems, there is no justification to going for it.  Apologies, but I think you are being overly defensive when the whole argument was about Godot, not BGFX.","@bkaradzic I never said anything negative about BGFX itself, only in the context of Godot.  The point of the discussion was mainly that, given two render pipelines need to be written anyway, using BGFX is not an advantage or solution regarding to that. You answers completely missed it.  For the other answers, I was not questioning whether BGFX was high or low level, or whether it can be debugged, or anything else. The point was simply that _it is_ added complexity (which is undeniable) for an use case that is redundant and provides no advantages **_in the context of Godot_**. As this added complexity does not solve our problems, there is no justification to going for it.  Apologies, but I think you are being overly defensive when the whole argument was about Godot, not BGFX.",not_technical,Juan Linietsky,0,774,0.3759036144578313,0.045454545454545456,0,0.30677290836653387,0.6932270916334662,0.6972111553784861,0.3107569721115538
223,13762,442072356,"I posted a reply in the heat of a discussion. Then I quickly deleted it, as I recognized that it was not a helpful reaction and wouldn't help advance the conversation. Now you post a selected part of that deleted comment again. This is highly inappropriate.  Do you really wonder why I don't want to spend any more time helping you?  Mentioning other contributors that have not participated in the discussion is inappropriate as well, by the way.","I posted a reply in the heat of a discussion. Then I quickly deleted it, as I recognized that it was not a helpful reaction and wouldn't help advance the conversation. Now you post a selected part of that deleted comment again. This is highly inappropriate.  Do you really wonder why I don't want to spend any more time helping you?  Mentioning other contributors that have not participated in the discussion is inappropriate as well, by the way.",not_technical,Jan Piotrowski,0,446,0.18181818181818182,0.034482758620689655,0,0.025,0.95,0.975,0.05
224,23337,380814894,"I read you... I am a Software Engineer, I am that senior level guy you speak of... I have cried out Angular pains in the past. Currently, I'm crying out about ng-content multiple projections. And I cant nor wont argue your individual points but I do come to bring my success to the table:  It has proven well worth the pains of ""extra"" setup and the ""extra"" jumping through hoops (depending on how you look at it). In so many ways, you do have to change your approach, and your past knowledge may work against you. I'm so thankful that Angular took it's giant leaps and they make sense to me now and I wouldn't do REACT or any things else but Angular.  I've now trained two people on Angular, who knew nothing of Angular before and also are Junior developers. It was and is sooooooooooooooo easy for me to stick them in Angular projects because they only have to concern themselves with the limited scope of just the small components they touch. Angular makes my life easier to work with other people, it does.  So, sorry I don't have small debate points and I don't blame you for having your point of view. However, I do see much evidence that you are trying to crash through head first through Angular and I see it as you feel it should just work the way you want it to... You also want some Angular Elements to make things easier, and you want Angular to just be easier so maybe you'll have to figure less out........... MY OPINION: it's called computer science and this job takes GREAT amounts of attention to details and great amounts of learning. A lot of reading, a lot of separating symptoms from causes, and you cant just stay junior at it....... You either consume it all OR you will be ""wingin' it"" and fighting the current of how things actually work versus how you want them to work.  That all said, I too have written ""why does Angular suck now"" entries BUT I have since edit every comment. I just about have to hold myself back from saying how much I love Angular now... You think of someone in your head that lent you a great deal of free knowledge and how humble it made you feel, and thats how I feel about Angular, they done right for all of us in the BIG choices they have made for us all.  Good luck. Farewell.","I read you... I am a Software Engineer, I am that senior level guy you speak of... I have cried out Angular pains in the past. Currently, I'm crying out about ng-content multiple projections. And I cant nor wont argue your individual points but I do come to bring my success to the table:  It has proven well worth the pains of ""extra"" setup and the ""extra"" jumping through hoops (depending on how you look at it). In so many ways, you do have to change your approach, and your past knowledge may work against you. I'm so thankful that Angular took it's giant leaps and they make sense to me now and I wouldn't do REACT or any things else but Angular.  I've now trained two people on Angular, who knew nothing of Angular before and also are Junior developers. It was and is sooooooooooooooo easy for me to stick them in Angular projects because they only have to concern themselves with the limited scope of just the small components they touch. Angular makes my life easier to work with other people, it does.  So, sorry I don't have small debate points and I don't blame you for having your point of view. However, I do see much evidence that you are trying to crash through head first through Angular and I see it as you feel it should just work the way you want it to... You also want some Angular Elements to make things easier, and you want Angular to just be easier so maybe you'll have to figure less out........... MY OPINION: it's called computer science and this job takes GREAT amounts of attention to details and great amounts of learning. A lot of reading, a lot of separating symptoms from causes, and you cant just stay junior at it....... You either consume it all OR you will be ""wingin' it"" and fighting the current of how things actually work versus how you want them to work.  That all said, I too have written ""why does Angular suck now"" entries BUT I have since edit every comment. I just about have to hold myself back from saying how much I love Angular now... You think of someone in your head that lent you a great deal of free knowledge and how humble it made you feel, and thats how I feel about Angular, they done right for all of us in the BIG choices they have made for us all.  Good luck. Farewell.",not_technical,Acker Dawn Apple,0,2231,1.0,0.02702702702702703,0,0.0,1.0,1.25,0.0
225,32497,32497,"I realize there are  a number of related issues. However, some where about ReadonlyArray, some didn't see directly related at all even though it was pointed there. Also, this is a much smaller example, just a single line of code really. I know people will point to this ir that implementation or design decision detail &mdash, honestly guys, you got it REVERSED. The tool should serve the purpose, not the other way around! That the array loses all it's type information in such a simple example is A BUG. And **it is possible** to do much better: See here! I'm only pointing this out because at times the responses sound like ""We tried everything but it is just not possible"" when the competition shows that it *is* actually quite possible.","I realize there are  a number of related issues. However, some where about ReadonlyArray, some didn't see directly related at all even though it was pointed there.  Also, this is a much smaller example, just a single line of code really:  [Playground link](http://www.typescriptlang.org/play/index.html#code/GYVwdgxgLglg9mABAEwKYFs4AoZQFyICSUqATgIYBGANqgDxgjqVkB8AlAY82QNoC6iAN4AoROMQQEAZyiJypCgE9EAXkQBBReSUA6GNK3KcUdogD8iXIgK9d93PwDcIsRID07xABFU1GCwUJFy6tGAA5lAAFlbS8oiypDARiOio0XDIADSIlCByYHCIZKRwpLmoEOQg0qiIcMCIUEoADnUARORgSu2IwGWIYG7ipOkgpEgKyrro5C1YSKqsg6GoEdHsLgC+IkA)  ```js function demo(it: Iterable<number>): number[] { // THIS LINE: ""array"" is any[] const array = Array.isArray(it) ? it : [...it], // Deliberate: n.length is a string method, but no error because of type ""any"" for n return array.map(n => n.length), } ```  I know people will point to this ir that implementation or design decision detail &mdash, honestly guys, you got it REVERSED. The tool should serve the purpose, not the other way around!  That the array loses all it's type information in such a simple example is A BUG.  And **it is possible** to do much better: [See here!](https://flow.org/try/#0GYVwdgxgLglg9mABAEwKYFs4AoZQFyICSUqATgIYBGANqgDxgjqVkB8AlAY82QNoC6iAN4AoROMQQEAZyiJypCgE9EAXkQBBReSUA6GNK3KcUdogD8iXIgK9d93PwDcYiQHo3iACKpqMFhQkXLq0YADmUAAWVtLyiLKkMOGI6KhRcMgANIiUIHJgcIhkpHCkOagQ5CDSqIhwwIhQSgAOtQBE5GBKbYjApYhgruKkaSCkSArKuujkzVhIqqwDIajhUewuAL4iQA) I'm only pointing this out because at times the responses sound like ""We tried everything but it is just not possible"" when the competition shows that it *is* actually quite possible.",not_technical,,1,741,0.7149321266968326,0.07692307692307693,0,0.0,0.0,0.0,0.0
226,3808,133650026,I recommend you finding another tool where you can work with easily without headache yourself with this particular one. This is what I did myself.,"On 22 Aug 2015 08:33, ""samira afzal"" notifications@github.com wrote:  > HI all, > I wrote the following code: > > import pandas as pd > data= pd.read_csv(open(home/maxinet/Desktop/1.csv)) > > and i got this error: > File """", line 2 > data= pd.read_csv(open(home/maxinet/Desktop/1.csv)) > ^ > SyntaxError: invalid syntax > > could you plz guide me.  I recommend you finding another tool where you can work with easily without headache yourself with this particular one. This is what I did myself.  Good luck Martin  > — > Reply to this email directly or view it on GitHub.",not_technical,None,0,146,0.04462809917355372,0.02702702702702703,0,0.3944223107569721,0.6042496679946879,0.6055776892430279,0.39575033200531207
227,87339,87339,"I saw a red clothing item earlier in the bottom left corner of the window. It reminded me of when my parents were still alive, and brought me such indescribeable joy to see it while coding. When I updated my VSCode, it was gone. I have to assume this was a bug. Where did it go? The last thread I made on this topic was locked by accident. I posted it on my tumblr and sent it to several news outlets but it was locked, and so unusable, so I made a new one to hopefully get some resolution to this issue. This time I'll be taking screenshots to ensure that the Github Issue record doesn't become unuseable.","Issue Type: <b>Bug</b>  I saw a red clothing item earlier in the bottom left corner of the window. It reminded me of when my parents were still alive, and brought me such indescribeable joy to see it while coding. When I updated my VSCode, it was gone. I have to assume this was a bug. Where did it go? The last thread I made on this topic was locked by accident. I posted it on my tumblr and sent it to several news outlets but it was locked, and so unusable, so I made a new one to hopefully get some resolution to this issue. This time I'll be taking screenshots to ensure that the Github Issue record doesn't become unuseable.  VS Code version: Code 1.41.0 (9579eda04fdb3a9bba2750f15193e5fafe16b959, 2019-12-11T18:37:42.077Z) OS version: Windows_NT x64 10.0.17134  <details> <summary>System Info</summary>  |Item|Value| |---|---| |CPUs|AMD Ryzen 3 1300X Quad-Core Processor           (4 x 3793)| |GPU Status|2d_canvas: enabled<br>flash_3d: enabled<br>flash_stage3d: enabled<br>flash_stage3d_baseline: enabled<br>gpu_compositing: enabled<br>metal: disabled_off<br>multiple_raster_threads: enabled_on<br>oop_rasterization: disabled_off<br>protected_video_decode: unavailable_off<br>rasterization: enabled<br>skia_renderer: disabled_off<br>surface_control: disabled_off<br>surface_synchronization: enabled_on<br>video_decode: enabled<br>viz_display_compositor: enabled_on<br>viz_hit_test_surface_layer: disabled_off<br>webgl: enabled<br>webgl2: enabled| |Load (avg)|undefined| |Memory (System)|7.94GB (3.46GB free)| |Process Argv|| |Screen Reader|no| |VM|0%| </details><details><summary>Extensions (1)</summary>  Extension|Author (truncated)|Version ---|---|--- csharp|ms-|1.21.9   </details> <!-- generated by issue reporter -->",not_technical,,1,606,1.0,0.16666666666666666,0,0.0,0.0,0.0,0.0
228,11609,351081596,"I see lots of excitement about JSX here but nobody seems to bother to explain what exactly Flutter would gain from having such a DSL, except perhaps some better readability which is mostly subjective.  More features usually only hog down a framework instead of improving it. Implementing them also consumes lots of resources that are missing from other areas where missing features actually prevent people from implementing certain applications.  So if you are excited about Flutter getting something like JSX, you should invest you time and energy in writing up convincing arguments. Just adding something because others have it too, is probably the weakest argument there is.  There are also plans to improve Dart to make writing Flutter UI code less verbose which weakens the case for JSX even more.  So what are your convincing arguments?","@birkir I see lots of excitement about JSX here but nobody seems to bother to explain what exactly Flutter would gain from having such a DSL, except perhaps some better readability which is mostly subjective.  More features usually only hog down a framework instead of improving it. Implementing them also consumes lots of resources that are missing from other areas where missing features actually prevent people from implementing certain applications.  So if you are excited about Flutter getting something like JSX, you should invest you time and energy in writing up convincing arguments. Just adding something because others have it too, is probably the weakest argument there is.  There are also plans to improve Dart to make writing Flutter UI code less verbose which weakens the case for JSX even more.  So what are your convincing arguments?",not_technical,Günter Zöchbauer,0,842,0.10855018587360594,0.0041841004184100415,0,0.33903133903133903,0.6581196581196581,0.6609686609686609,0.33903133903133903
